Bait,Prey,Condition,SAINT,MaxSAINT,AvgSpec,SpecSum,co-IP validated,Reported,FoldChange
TMEM216,SEC63,Ciliated,1.0,1.0,13,26,,,2.0
TMEM216,SEMA6A,Ciliated,0.96,1.0,4,6,,,2.0
TMEM216,SFT2D3,Ciliated,0.96,1.0,10,12,,,2.0
TMEM216,SGPL1,Ciliated,0.99,0.99,3,6,,,2.0
TMEM216,SLC12A2,Ciliated,1.0,1.0,26,50,,,2.0
TMEM216,SLC12A4,Ciliated,0.96,1.0,5,7,,,2.0
TMEM216,SLC1A5,Ciliated,1.0,1.0,109,173,,,2.0
TMEM216,SLC20A2,Ciliated,0.96,1.0,5,7,,,2.0
TMEM216,SLC30A5,Ciliated,0.99,1.0,6,9,,,2.0
TMEM216,SLC30A6,Ciliated,1.0,1.0,9,14,,,2.0
TMEM216,SLC33A1,Ciliated,1.0,1.0,9,16,,,2.0
TMEM216,SLC38A1,Ciliated,0.96,1.0,14,16,,,2.0
TMEM216,SLC38A2,Ciliated,0.96,0.99,3,5,,,2.0
TMEM216,SLC39A10,Ciliated,1.0,1.0,24,48,,,2.0
TMEM216,SLC39A6,Ciliated,1.0,1.0,8,12,,,2.0
TMEM216,SLC39A7,Ciliated,0.93,0.93,2,4,,,2.0
TMEM216,SLC3A2,Ciliated,1.0,1.0,55,79,,,2.0
TMEM216,SLC4A7,Ciliated,1.0,1.0,75,116,,,2.0
TMEM216,SLC6A15,Ciliated,1.0,1.0,20,24,,,2.0
TMEM216,SLC6A8,Ciliated,1.0,1.0,49,72,,,2.0
TMEM216,SLC6A9,Ciliated,0.96,1.0,4,6,,,2.0
TMEM216,SLC7A5,Ciliated,0.99,1.0,11,18,,,2.0
TMEM216,SMPD4,Ciliated,1.0,1.0,16,22,,,2.0
TMEM216,SNAP23,Ciliated,1.0,1.0,21,32,,,2.0
TMEM216,SPCS2,Ciliated,1.0,1.0,14,20,,,2.0
TMEM216,SRPR,Ciliated,1.0,1.0,27,37,,,2.0
TMEM216,STAM,Ciliated,1.0,1.0,8,14,,,2.0
TMEM216,STEAP3,Ciliated,0.96,0.99,3,5,,,2.0
TMEM216,STIM1,Ciliated,1.0,1.0,15,21,,,2.0
TMEM216,STX10,Ciliated,1.0,1.0,15,22,,,2.0
TMEM216,STX12,Ciliated,1.0,1.0,7,13,,,2.0
TMEM216,STX5,Ciliated,1.0,1.0,20,37,,,2.0
TMEM216,STX6,Ciliated,1.0,1.0,7,11,,,2.0
TMEM216,STX7,Ciliated,0.96,0.99,3,5,,,2.0
TMEM216,STX8,Ciliated,1.0,1.0,6,11,,,2.0
TMEM216,TEX264,Ciliated,0.96,1.0,12,21,,,2.0
TMEM216,TFRC,Ciliated,1.0,1.0,9,16,,,2.0
TMEM216,EMC3,Ciliated,1.0,1.0,11,21,,,2.0
TMEM216,TMEM115,Ciliated,1.0,1.0,11,20,,,2.0
TMEM216,TMEM199,Ciliated,1.0,1.0,12,23,,,2.0
TMEM216,TMEM209,Ciliated,1.0,1.0,9,13,,,2.0
TMEM216,TMEM214,Ciliated,0.96,0.99,3,5,,,2.0
TMEM216,NDC1,Ciliated,1.0,1.0,16,26,,,2.0
TMEM216,TMEM51,Ciliated,1.0,1.0,7,12,,,2.0
TMEM216,TMEM87A,Ciliated,0.96,0.99,3,5,,,2.0
TMEM216,TMEM9,Ciliated,0.99,1.0,5,8,,,2.0
TMEM216,TMPO,Ciliated,1.0,1.0,2161,3233,,,2.0
TMEM216,TMX1,Ciliated,1.0,1.0,12,18,,,2.0
TMEM216,TMX4,Ciliated,0.99,1.0,10,13,,,2.0
TMEM216,TOR1AIP1,Ciliated,1.0,1.0,48,92,,,2.0
TMEM216,TRIM13,Ciliated,1.0,1.0,9,13,,,2.0
TMEM216,EMC2,Ciliated,1.0,1.0,11,21,,,2.0
TMEM216,UBE2J1,Ciliated,0.97,1.0,10,16,,,2.0
TMEM216,UBXN4,Ciliated,1.0,1.0,38,60,,,2.0
TMEM216,USE1,Ciliated,0.99,1.0,4,7,,,2.0
TMEM216,VAMP2,Ciliated,1.0,1.0,101,145,,,2.0
TMEM216,VAMP3,Ciliated,1.0,1.0,112,165,,,2.0
TMEM216,VANGL1,Ciliated,1.0,1.0,28,33,,,2.0
TMEM216,VAPA,Ciliated,1.0,1.0,138,240,,,2.0
TMEM216,VAPB,Ciliated,1.0,1.0,130,207,,,2.0
TMEM216,VEZT,Ciliated,0.99,1.0,8,11,,,2.0
TMEM216,VMA21,Ciliated,1.0,1.0,11,22,,,2.0
TMEM216,VMP1,Ciliated,0.93,0.93,2,4,,,2.0
TMEM216,VRK2,Ciliated,1.0,1.0,6,12,,,2.0
TMEM216,WDR11,Ciliated,1.0,1.0,48,66,,,2.0
TMEM216,WDR41,Ciliated,1.0,1.0,5,9,,,2.0
TMEM216,YKT6,Ciliated,1.0,1.0,218,335,,,2.0
TMEM67,ABCD3,Ciliated,1.0,1.0,39,77,,,2.0
TMEM67,AKAP1,Ciliated,0.85,1.0,22,34,,,2.0
TMEM67,ATP6AP1,Ciliated,1.0,1.0,16,30,,,2.0
TMEM67,ATP6AP2,Ciliated,1.0,1.0,10,18,,,2.0
TMEM67,ATP6V0A1,Ciliated,1.0,1.0,15,23,,,2.0
TMEM67,CAMLG,Ciliated,0.99,1.0,5,8,,,2.0
TMEM67,CCDC47,Ciliated,0.87,0.99,12,18,,,2.0
TMEM67,CKAP4,Ciliated,1.0,1.0,40,69,,,2.0
TMEM67,DDX54,Ciliated,0.93,0.93,2,4,,,2.0
TMEM67,ERLIN2,Ciliated,1.0,1.0,8,14,,,2.0
TMEM67,HM13,Ciliated,1.0,1.0,44,81,,,2.0
TMEM67,KIAA1715,Ciliated,0.99,0.99,3,6,,,2.0
TMEM67,MAGT1,Ciliated,1.0,1.0,14,25,,,2.0
TMEM67,MMP15,Ciliated,0.96,0.99,3,5,,,2.0
TMEM67,NSA2,Ciliated,0.93,0.93,2,4,,,2.0
TMEM67,PDCD11,Ciliated,0.96,0.99,3,5,,,2.0
TMEM67,PGRMC2,Ciliated,1.0,1.0,27,51,,,2.0
TMEM67,PREB,Ciliated,0.96,1.0,5,7,,,2.0
TMEM67,PSMC3,Ciliated,1.0,1.0,23,42,,,2.0
TMEM67,PSMC4,Ciliated,1.0,1.0,22,40,,,2.0
TMEM67,PSMC5,Ciliated,1.0,1.0,27,53,,,2.0
TMEM67,PSMC6,Ciliated,1.0,1.0,28,48,,,2.0
TMEM67,PSMD1,Ciliated,1.0,1.0,55,109,,,2.0
TMEM67,PSMD14,Ciliated,0.93,0.93,2,4,,,2.0
TMEM67,PSMD2,Ciliated,1.0,1.0,31,55,,,2.0
TMEM67,PSMD4,Ciliated,1.0,1.0,17,31,,,2.0
TMEM67,RAB2A,Ciliated,0.96,1.0,6,8,,,2.0
TMEM67,RPN1,Ciliated,1.0,1.0,66,124,,,2.0
TMEM67,SDHA,Ciliated,0.93,0.93,2,4,,,2.0
TMEM67,SEC11A,Ciliated,0.99,1.0,4,7,,,2.0
TMEM67,SLC6A8,Ciliated,0.93,0.93,2,4,,,2.0
TMEM67,SPCS2,Ciliated,1.0,1.0,8,12,,,2.0
TMEM67,SPCS3,Ciliated,0.96,1.0,5,7,,,2.0
TMEM67,SRPR,Ciliated,0.85,0.9,5,9,,,2.0
TMEM67,STT3B,Ciliated,1.0,1.0,33,63,,,2.0
TMEM67,TOR1AIP1,Ciliated,0.97,0.99,8,14,,,2.0
TMEM67,UBXN4,Ciliated,1.0,1.0,11,20,,,2.0
TMEM67,VMA21,Ciliated,1.0,1.0,8,15,,,2.0
