Bait,Prey,Condition,AvgSAINT,MaxSAINT,MaxSpec,SpecSum,co-IP validated,Reported
DCTN1,BTF3L4,Ciliated,0.96,0.99,3,5,,
DCTN1,KNSTRN,Ciliated,1.0,1.0,10,19,,
DCTN1,TMEM256,Ciliated,0.99,1.0,4,7,,
DCTN1,CAMSAP2,Ciliated,0.96,1.0,9,11,,
DCTN1,CAPZA2,Ciliated,1.0,1.0,50,94,,
DCTN1,CCNB1,Ciliated,0.99,1.0,5,8,,
DCTN1,CEP170,Ciliated,1.0,1.0,680,1192,,
DCTN1,CKAP2,Ciliated,1.0,1.0,138,237,,
DCTN1,CKAP2L,Ciliated,0.96,1.0,5,7,,
DCTN1,CLASP1,Ciliated,1.0,1.0,5,9,,
DCTN1,CLTC,Ciliated,1.0,1.0,35,57,,
DCTN1,CPVL,Ciliated,1.0,1.0,30,56,,
DCTN1,DCLK1,Ciliated,1.0,1.0,14,18,,
DCTN1,DCTN2,Ciliated,1.0,1.0,258,485,,
DCTN1,DCTN3,Ciliated,1.0,1.0,17,30,,
DCTN1,DCTN4,Ciliated,1.0,1.0,61,110,,
DCTN1,DCTN6,Ciliated,1.0,1.0,12,17,,
DCTN1,DNM2,Ciliated,0.99,1.0,4,7,,
DCTN1,DYNC1H1,Ciliated,0.87,1.0,25,31,,
DCTN1,EBNA1BP2,Ciliated,0.96,1.0,6,8,,
DCTN1,EML1,Ciliated,0.99,1.0,8,11,,
DCTN1,EML4,Ciliated,1.0,1.0,54,105,,
DCTN1,ERLIN2,Ciliated,0.96,1.0,5,7,,
DCTN1,FDXR,Ciliated,1.0,1.0,9,16,,
DCTN1,GPATCH1,Ciliated,0.98,1.0,15,27,,
DCTN1,GTSE1,Ciliated,1.0,1.0,19,29,,
DCTN1,HAUS8,Ciliated,0.96,1.0,4,6,,
DCTN1,HMMR,Ciliated,1.0,1.0,20,26,,
DCTN1,HYOU1,Ciliated,0.99,1.0,4,7,,
DCTN1,IGF2BP2,Ciliated,0.9,0.99,16,24,,
DCTN1,IPO7,Ciliated,1.0,1.0,69,138,,
DCTN1,IPO9,Ciliated,0.96,1.0,5,7,,
DCTN1,CEP170B,Ciliated,1.0,1.0,49,93,,
DCTN1,KIF2A,Ciliated,1.0,1.0,28,53,,
DCTN1,LASP1,Ciliated,0.93,0.93,2,4,,
DCTN1,LONP1,Ciliated,1.0,1.0,7,11,,
DCTN1,LUZP1,Ciliated,1.0,1.0,48,76,,
DCTN1,MAP1LC3B,Ciliated,0.99,1.0,4,7,,
DCTN1,MAP1S,Ciliated,1.0,1.0,23,34,,
DCTN1,MAP2,Ciliated,1.0,1.0,13,22,,
DCTN1,MAP7,Ciliated,1.0,1.0,16,29,,
DCTN1,MAP7D1,Ciliated,1.0,1.0,12,16,,
DCTN1,MAP7D2,Ciliated,0.99,1.0,8,11,,
DCTN1,MAP7D3,Ciliated,1.0,1.0,43,79,,
DCTN1,MAP9,Ciliated,0.99,1.0,7,10,,
DCTN1,MAPRE1,Ciliated,1.0,1.0,125,242,,
DCTN1,MAPRE2,Ciliated,1.0,1.0,93,165,,
DCTN1,MAPRE3,Ciliated,1.0,1.0,8,14,,
DCTN1,MAPT,Ciliated,1.0,1.0,16,25,,
DCTN1,MTUS1,Ciliated,0.99,1.0,20,23,,
DCTN1,NAP1L1,Ciliated,1.0,1.0,368,682,,
DCTN1,NAP1L4,Ciliated,1.0,1.0,205,372,,
DCTN1,NMT1,Ciliated,0.93,1.0,12,20,,
DCTN1,NNT,Ciliated,0.99,1.0,16,23,,
DCTN1,NUBP2,Ciliated,0.96,0.99,3,5,,
DCTN1,PLEKHA5,Ciliated,1.0,1.0,21,32,,
DCTN1,PSMD14,Ciliated,0.99,1.0,7,10,,
DCTN1,PSMD7,Ciliated,0.96,1.0,4,6,,
DCTN1,RAB2A,Ciliated,1.0,1.0,9,13,,
DCTN1,RAB35,Ciliated,1.0,1.0,12,21,,
DCTN1,RAB8A,Ciliated,1.0,1.0,10,19,,
DCTN1,SDHC,Ciliated,0.96,1.0,4,6,,
DCTN1,SKA2,Ciliated,0.91,0.98,14,26,,
DCTN1,SKA3,Ciliated,1.0,1.0,30,59,,
DCTN1,SPAG5,Ciliated,0.96,0.99,3,5,,
DCTN1,SRSF2,Ciliated,1.0,1.0,6,10,,
DCTN1,EMC3,Ciliated,0.93,0.93,2,4,,
DCTN1,TRIM36,Ciliated,1.0,1.0,14,27,,
DCTN1,TSFM,Ciliated,0.94,0.99,8,13,,
DCTN1,UQCRC1,Ciliated,0.96,1.0,7,9,,
DCTN1,ZC3H15,Ciliated,0.92,1.0,16,23,,
DCTN1,ZNF622,Ciliated,1.0,1.0,6,11,,
CEP19,ABLIM1,Ciliated,0.99,1.0,4,7,,
CEP19,ANAPC1,Ciliated,0.96,0.99,3,5,,
CEP19,ANKRD28,Ciliated,1.0,1.0,4,8,,
CEP19,AP3D1,Ciliated,0.85,0.93,8,13,,
CEP19,R3HCC1L,Ciliated,0.93,0.93,2,4,,
CEP19,RABL6,Ciliated,0.85,0.9,5,9,,
CEP19,CC2D1A,Ciliated,1.0,1.0,7,14,,
CEP19,CCT7,Ciliated,1.0,1.0,78,148,,
CEP19,CDC123,Ciliated,0.96,0.99,3,5,,
CEP19,CEP192,Ciliated,1.0,1.0,25,41,,
CEP19,CEP350,Ciliated,1.0,1.0,24,48,,
CEP19,CRK,Ciliated,1.0,1.0,134,239,,
CEP19,DICER1,Ciliated,1.0,1.0,5,9,,
CEP19,DVL1,Ciliated,1.0,1.0,9,18,,
CEP19,DVL2,Ciliated,1.0,1.0,57,107,,
CEP19,DVL3,Ciliated,0.96,1.0,47,89,,
CEP19,ECD,Ciliated,1.0,1.0,19,37,,
CEP19,EDC3,Ciliated,0.93,0.93,2,4,,
CEP19,FERMT2,Ciliated,1.0,1.0,5,9,,
CEP19,FGFR1OP,Ciliated,1.0,1.0,134,267,,
CEP19,FKBP3,Ciliated,0.96,0.99,11,20,,
CEP19,GTF3C3,Ciliated,0.96,0.99,3,5,,
CEP19,HBS1L,Ciliated,1.0,1.0,16,29,,
CEP19,ILKAP,Ciliated,1.0,1.0,7,11,,
CEP19,INTS9,Ciliated,0.99,1.0,4,7,,
CEP19,IPO9,Ciliated,1.0,1.0,7,12,,
CEP19,KIFAP3,Ciliated,0.96,1.0,4,6,,
CEP19,MAPRE1,Ciliated,1.0,1.0,17,34,,
CEP19,METTL3,Ciliated,0.92,0.99,13,21,,
CEP19,MGEA5,Ciliated,1.0,1.0,12,24,,
CEP19,MSH2,Ciliated,0.96,0.98,29,51,,
CEP19,MSH6,Ciliated,0.93,0.98,54,101,,
CEP19,MTMR6,Ciliated,0.93,0.93,2,4,,
CEP19,MTR,Ciliated,1.0,1.0,7,13,,
CEP19,NCK2,Ciliated,0.96,0.99,3,5,,
CEP19,NMT1,Ciliated,0.96,0.98,10,19,,
CEP19,NT5C2,Ciliated,1.0,1.0,8,14,,
CEP19,NUDT19,Ciliated,0.99,0.99,3,6,,
CEP19,NVL,Ciliated,1.0,1.0,20,27,,
CEP19,PARD3,Ciliated,1.0,1.0,15,27,,
CEP19,PDCD4,Ciliated,0.88,0.97,7,12,,
CEP19,PDLIM5,Ciliated,1.0,1.0,67,131,,
CEP19,PIP4K2B,Ciliated,0.97,0.99,8,14,,
CEP19,PKN2,Ciliated,0.99,1.0,8,11,,
CEP19,PLEKHA1,Ciliated,0.93,0.93,2,4,,
CEP19,PPP6C,Ciliated,0.9,0.9,5,10,,
CEP19,PPP6R3,Ciliated,0.9,0.95,16,31,,
CEP19,RNH1,Ciliated,1.0,1.0,48,91,,
CEP19,SCYL3,Ciliated,1.0,1.0,4,8,,
CEP19,SDAD1,Ciliated,1.0,1.0,8,16,,
CEP19,SEC23IP,Ciliated,1.0,1.0,7,12,,
CEP19,SMARCAD1,Ciliated,1.0,1.0,54,91,,
CEP19,SRGAP2,Ciliated,0.96,0.99,3,5,,
CEP19,SRP72,Ciliated,0.99,1.0,5,8,,
CEP19,STK24,Ciliated,1.0,1.0,8,14,,
CEP19,STRN4,Ciliated,1.0,1.0,7,14,,
CEP19,TBCE,Ciliated,1.0,1.0,52,102,,
CEP19,UNC45A,Ciliated,1.0,1.0,13,22,,
CEP19,USP5,Ciliated,0.84,0.91,7,13,,
CEP19,WASF2,Ciliated,0.96,0.99,3,5,,
CEP19,WDR83,Ciliated,0.96,1.0,4,6,,
CEP19,ZC3H15,Ciliated,1.0,1.0,24,39,,
CEP83,NEDD1,Ciliated,0.99,1.0,5,8,,
CEP83,PALLD,Ciliated,0.96,1.0,5,7,,
CEP83,SCN3A,Ciliated,1.0,1.0,4,8,,
CEP83,SH3GLB2,Ciliated,1.0,1.0,53,94,,
CEP83,TP63,Ciliated,1.0,1.0,30,46,,
DYNLT1,AAK1,Ciliated,0.9,0.99,8,12,,
DYNLT1,ADD3,Ciliated,1.0,1.0,74,113,,
DYNLT1,ARFGAP3,Ciliated,1.0,1.0,5,9,,
DYNLT1,ARFIP1,Ciliated,0.96,1.0,19,25,,
DYNLT1,ARHGAP21,Ciliated,1.0,1.0,11,16,,
DYNLT1,BLM,Ciliated,0.98,1.0,17,27,,
DYNLT1,C11orf30,Ciliated,1.0,1.0,18,29,,
DYNLT1,CACTIN,Ciliated,0.96,0.97,17,32,,
DYNLT1,C2orf44,Ciliated,1.0,1.0,8,13,,
DYNLT1,CCP110,Ciliated,1.0,1.0,7,12,,
DYNLT1,CDCA2,Ciliated,1.0,1.0,18,32,,
DYNLT1,CHD8,Ciliated,1.0,1.0,56,98,,
DYNLT1,CIZ1,Ciliated,0.85,0.93,8,13,,
DYNLT1,CKAP2,Ciliated,0.92,1.0,12,19,,
DYNLT1,CPVL,Ciliated,0.89,0.99,19,28,,
DYNLT1,CTTNBP2NL,Ciliated,1.0,1.0,11,21,,
DYNLT1,CUL4B,Ciliated,0.98,1.0,32,58,,
DYNLT1,DCTN1,Ciliated,1.0,1.0,227,362,,
DYNLT1,DNAJB6,Ciliated,0.93,0.93,2,4,,
DYNLT1,DST,Ciliated,0.96,0.99,3,5,,
DYNLT1,DVL2,Ciliated,1.0,1.0,147,206,,
DYNLT1,DYNC1H1,Ciliated,1.0,1.0,150,222,,
DYNLT1,DYNC1I2,Ciliated,1.0,1.0,381,576,,
DYNLT1,DYNC1LI1,Ciliated,0.88,0.95,6,10,,
DYNLT1,DYNC1LI2,Ciliated,1.0,1.0,33,58,,
DYNLT1,DYNLRB1,Ciliated,1.0,1.0,21,42,,
DYNLT1,ELF2,Ciliated,1.0,1.0,11,21,,
DYNLT1,FAM208A,Ciliated,1.0,1.0,31,43,,
DYNLT1,HECTD1,Ciliated,1.0,1.0,28,45,,
DYNLT1,KIAA1671,Ciliated,0.99,1.0,10,13,,
DYNLT1,KLF12,Ciliated,1.0,1.0,6,10,,
DYNLT1,LIN54,Ciliated,1.0,1.0,12,21,,
DYNLT1,LRIF1,Ciliated,1.0,1.0,4,8,,
DYNLT1,LUZP1,Ciliated,1.0,1.0,29,43,,
DYNLT1,MAP7D3,Ciliated,1.0,1.0,39,67,,
DYNLT1,MASTL,Ciliated,1.0,1.0,16,24,,
DYNLT1,KMT2A,Ciliated,0.94,0.97,7,13,,
DYNLT1,MOCS2,Ciliated,0.96,1.0,11,13,,
DYNLT1,NR3C1,Ciliated,1.0,1.0,5,9,,
DYNLT1,NUFIP2,Ciliated,1.0,1.0,80,140,,
DYNLT1,NUP50,Ciliated,1.0,1.0,46,77,,
DYNLT1,PLEKHA5,Ciliated,0.93,0.93,2,4,,
DYNLT1,PMS1,Ciliated,1.0,1.0,8,13,,
DYNLT1,PPP4C,Ciliated,0.88,0.95,6,10,,
DYNLT1,RAB11FIP1,Ciliated,1.0,1.0,52,95,,
DYNLT1,RAPGEF6,Ciliated,1.0,1.0,11,15,,
DYNLT1,SAP130,Ciliated,0.96,1.0,6,8,,
DYNLT1,TCTEX1D2,Ciliated,1.0,1.0,10,17,,
DYNLT1,TP53BP2,Ciliated,0.99,1.0,19,27,,
DYNLT1,WDR34,Ciliated,1.0,1.0,21,39,,
DYNLT1,WDR60,Ciliated,1.0,1.0,42,76,,
DYNLT1,ZNF318,Ciliated,0.97,1.0,19,30,,
EVC2,ACBD3,Ciliated,1.0,1.0,11,17,,
EVC2,ACSL3,Ciliated,0.99,1.0,26,40,,
EVC2,AHCY,Ciliated,1.0,1.0,25,47,,
EVC2,ALDH3A2,Ciliated,1.0,1.0,91,179,,
EVC2,ANKLE2,Ciliated,0.96,0.99,3,5,,
EVC2,ATP6AP1,Ciliated,1.0,1.0,8,12,,
EVC2,ATP6AP2,Ciliated,1.0,1.0,12,17,,
EVC2,BAG2,Ciliated,0.88,1.0,17,28,,
EVC2,BCAP31,Ciliated,1.0,1.0,17,33,,
EVC2,THEM6,Ciliated,1.0,1.0,9,13,,
EVC2,CAMLG,Ciliated,1.0,1.0,9,13,,
EVC2,CCDC47,Ciliated,1.0,1.0,21,34,,
EVC2,CDKAL1,Ciliated,1.0,1.0,19,30,,
EVC2,CKAP4,Ciliated,1.0,1.0,42,73,,
EVC2,DDRGK1,Ciliated,1.0,1.0,28,44,,
EVC2,DHRS7,Ciliated,1.0,1.0,28,45,,
EVC2,EMD,Ciliated,1.0,1.0,90,164,,
EVC2,ESYT1,Ciliated,1.0,1.0,129,216,,
EVC2,FNDC3A,Ciliated,0.99,0.99,3,6,,
EVC2,GLMN,Ciliated,0.96,1.0,9,11,,
EVC2,HMOX2,Ciliated,1.0,1.0,8,12,,
EVC2,JPH1,Ciliated,0.96,1.0,4,6,,
EVC2,LBR,Ciliated,1.0,1.0,110,206,,
EVC2,MAGT1,Ciliated,1.0,1.0,32,41,,
EVC2,MLXIPL,Ciliated,1.0,1.0,7,13,,
EVC2,MOGS,Ciliated,0.96,0.99,3,5,,
EVC2,NSDHL,Ciliated,0.89,1.0,13,19,,
EVC2,NUDC,Ciliated,1.0,1.0,247,440,,
EVC2,NUDCD2,Ciliated,1.0,1.0,11,19,,
EVC2,NUDCD3,Ciliated,1.0,1.0,8,14,,
EVC2,PGRMC2,Ciliated,1.0,1.0,50,99,,
EVC2,PLD3,Ciliated,0.96,1.0,4,6,,
EVC2,POR,Ciliated,0.96,1.0,4,6,,
EVC2,PREB,Ciliated,1.0,1.0,15,26,,
EVC2,RABL3,Ciliated,0.99,1.0,5,8,,
EVC2,RPN1,Ciliated,1.0,1.0,153,252,,
EVC2,SCFD1,Ciliated,0.99,1.0,5,8,,
EVC2,SEC11A,Ciliated,0.96,1.0,8,10,,
EVC2,SEC24B,Ciliated,0.96,1.0,8,10,,
EVC2,SEC63,Ciliated,1.0,1.0,13,18,,
EVC2,SLC33A1,Ciliated,0.96,1.0,4,6,,
EVC2,SMPD4,Ciliated,1.0,1.0,31,44,,
EVC2,SOAT1,Ciliated,1.0,1.0,20,37,,
EVC2,SPCS2,Ciliated,0.96,1.0,4,6,,
EVC2,SPCS3,Ciliated,0.96,1.0,8,10,,
EVC2,SRPR,Ciliated,1.0,1.0,32,50,,
EVC2,SRPRB,Ciliated,1.0,1.0,22,40,,
EVC2,STIM1,Ciliated,1.0,1.0,15,25,,
EVC2,STT3B,Ciliated,1.0,1.0,49,97,,
EVC2,STX5,Ciliated,1.0,1.0,8,12,,
EVC2,TMEM199,Ciliated,0.96,1.0,5,7,,
EVC2,TMEM57,Ciliated,1.0,1.0,6,10,,
EVC2,TMX1,Ciliated,1.0,1.0,9,13,,
EVC2,TOR1AIP1,Ciliated,0.99,1.0,14,22,,
EVC2,TRIM13,Ciliated,0.99,1.0,5,8,,
EVC2,EMC2,Ciliated,1.0,1.0,7,13,,
EVC2,UBXN4,Ciliated,1.0,1.0,21,36,,
EVC2,VANGL1,Ciliated,0.99,1.0,12,15,,
EVC2,VEZT,Ciliated,1.0,1.0,6,10,,
EVC2,VMA21,Ciliated,1.0,1.0,9,16,,
EVC2,VRK2,Ciliated,0.96,1.0,4,6,,
LCA5,CEP131,Ciliated,1.0,1.0,30,47,,
LCA5,CAMSAP1,Ciliated,1.0,1.0,12,21,,
LCA5,CEP120,Ciliated,0.96,1.0,7,9,,
LCA5,CEP170,Ciliated,1.0,1.0,180,276,,
LCA5,CKAP2,Ciliated,1.0,1.0,108,155,,
LCA5,DVL2,Ciliated,1.0,1.0,46,88,,
LCA5,DYNLL2,Ciliated,1.0,1.0,24,42,,
LCA5,GTSE1,Ciliated,1.0,1.0,17,23,,
LCA5,HAUS3,Ciliated,0.95,0.95,6,12,,
LCA5,HAUS8,Ciliated,1.0,1.0,10,17,,
LCA5,IPO7,Ciliated,1.0,1.0,102,150,,
LCA5,IPO8,Ciliated,1.0,1.0,9,15,,
LCA5,CEP170B,Ciliated,1.0,1.0,6,12,,
LCA5,CFAP97,Ciliated,1.0,1.0,29,37,,
LCA5,LUZP1,Ciliated,1.0,1.0,49,68,,
LCA5,MAP7,Ciliated,1.0,1.0,13,19,,
LCA5,MAP7D1,Ciliated,1.0,1.0,19,28,,
LCA5,MAP7D2,Ciliated,0.96,1.0,6,8,,
LCA5,MAP7D3,Ciliated,1.0,1.0,56,105,,
LCA5,MAP9,Ciliated,0.99,0.99,3,6,,
LCA5,NAP1L1,Ciliated,1.0,1.0,348,512,,
LCA5,NAP1L4,Ciliated,1.0,1.0,177,250,,
LCA5,NEDD1,Ciliated,1.0,1.0,9,13,,
LCA5,PCM1,Ciliated,1.0,1.0,47,70,,
LCA5,SDCCAG3,Ciliated,1.0,1.0,14,22,,
LCA5,TDRD3,Ciliated,0.93,0.93,2,4,,
LCA5,TFIP11,Ciliated,1.0,1.0,34,68,,
LCA5,TRIM2,Ciliated,1.0,1.0,9,14,,
LCA5,TRIM26,Ciliated,0.99,1.0,8,11,,
LCA5,UBE2O,Ciliated,1.0,1.0,104,179,,
LCA5,WDR62,Ciliated,1.0,1.0,17,29,,
LCA5,WDR83,Ciliated,0.96,1.0,6,8,,
NEK8,AIP,Ciliated,0.96,0.99,3,5,,
NEK8,ANKS6,Ciliated,1.0,1.0,14,21,,
NEK8,CACYBP,Ciliated,1.0,1.0,75,124,,
NEK8,CDC37,Ciliated,1.0,1.0,55,84,,
NEK8,CDKAL1,Ciliated,0.96,1.0,4,6,,
NEK8,FKBP4,Ciliated,1.0,1.0,35,58,,
NEK8,HSPA1B,Ciliated,1.0,1.0,599,1079,,
NEK8,HSPA1L,Ciliated,1.0,1.0,284,530,,
NEK8,HSPA6,Ciliated,0.94,1.0,150,278,,
NEK8,MTR,Ciliated,1.0,1.0,13,22,,
NEK8,NUDC,Ciliated,1.0,1.0,906,1430,,
NEK8,NUDCD2,Ciliated,0.99,1.0,10,13,,
NEK8,NUDCD3,Ciliated,1.0,1.0,13,23,,
NEK8,STIP1,Ciliated,0.99,1.0,39,64,,
NEK8,SUGT1,Ciliated,1.0,1.0,28,50,,
NEK8,TTC1,Ciliated,1.0,1.0,5,9,,
NEK8,TUBA1A,Ciliated,1.0,1.0,419,800,,
NEK8,UNC45A,Ciliated,1.0,1.0,8,14,,
TMEM237,BCAP31,Ciliated,0.99,1.0,4,7,,
TMEM237,CCDC47,Ciliated,1.0,1.0,22,37,,
TMEM237,CKAP4,Ciliated,0.94,1.0,22,35,,
TMEM237,EMC1,Ciliated,1.0,1.0,16,27,,
TMEM237,KTN1,Ciliated,0.96,0.99,3,5,,
TMEM237,MTDH,Ciliated,1.0,1.0,65,90,,
TMEM237,SRPR,Ciliated,0.95,0.95,6,12,,
TMEM237,EMC2,Ciliated,1.0,1.0,18,32,,
RPGRIP1,ACADSB,Ciliated,0.93,0.93,2,4,,
RPGRIP1,ADSL,Ciliated,0.96,0.99,3,5,,
RPGRIP1,CCDC22,Ciliated,0.96,1.0,4,6,,
RPGRIP1,CEP85,Ciliated,0.96,1.0,5,7,,
RPGRIP1,DLG5,Ciliated,0.93,0.93,2,4,,
RPGRIP1,ECD,Ciliated,0.88,0.97,10,18,,
RPGRIP1,HAUS8,Ciliated,0.93,0.93,2,4,,
RPGRIP1,HSD17B4,Ciliated,0.96,1.0,9,11,,
RPGRIP1,IBTK,Ciliated,1.0,1.0,14,20,,
RPGRIP1,IFT74,Ciliated,0.99,1.0,4,7,,
RPGRIP1,IPO5,Ciliated,1.0,1.0,66,96,,
RPGRIP1,KIAA1671,Ciliated,1.0,1.0,18,36,,
RPGRIP1,KIF14,Ciliated,0.99,1.0,4,7,,
RPGRIP1,NAP1L1,Ciliated,1.0,1.0,126,231,,
RPGRIP1,NAP1L4,Ciliated,1.0,1.0,47,92,,
RPGRIP1,NPHP4,Ciliated,1.0,1.0,20,36,,
RPGRIP1,RBM8A,Ciliated,0.99,1.0,15,18,,
RPGRIP1,RPGR,Ciliated,1.0,1.0,14,27,,
RPGRIP1,SDCCAG3,Ciliated,0.99,1.0,7,10,,
RPGRIP1,TP53BP2,Ciliated,1.0,1.0,13,25,,
RPGRIP1,UNC45A,Ciliated,1.0,1.0,22,43,,
RPGRIP1,WDR83,Ciliated,0.96,1.0,5,7,,
RPGR,BIRC6,Ciliated,0.96,1.0,6,8,,
RPGR,NPHP4,Ciliated,0.96,1.0,6,8,,
RPGR,NUDC,Ciliated,1.0,1.0,559,803,,
RPGR,NUDCD2,Ciliated,0.99,1.0,4,7,,
RPGR,NUDCD3,Ciliated,1.0,1.0,7,14,,
RPGR,RPGRIP1L,Ciliated,1.0,1.0,70,105,,
RPGR,UNC45A,Ciliated,1.0,1.0,6,10,,
TCTN1,ASPH,Ciliated,0.99,1.0,19,22,,
TCTN1,BCAP31,Ciliated,1.0,1.0,17,30,,
TCTN1,BRI3BP,Ciliated,0.85,0.9,5,9,,
TCTN1,CALR,Ciliated,1.0,1.0,103,174,,
TCTN1,CALU,Ciliated,1.0,1.0,77,134,,
TCTN1,CANX,Ciliated,1.0,1.0,188,288,,
TCTN1,CCDC134,Ciliated,1.0,1.0,14,18,,
TCTN1,CKAP4,Ciliated,1.0,1.0,43,80,,
TCTN1,CNPY2,Ciliated,1.0,1.0,17,23,,
TCTN1,CNPY3,Ciliated,1.0,1.0,10,16,,
TCTN1,DDOST,Ciliated,1.0,1.0,32,63,,
TCTN1,DNAJB11,Ciliated,1.0,1.0,35,58,,
TCTN1,DNAJC10,Ciliated,1.0,1.0,28,32,,
TCTN1,DNAJC3,Ciliated,1.0,1.0,46,59,,
TCTN1,ERAP2,Ciliated,1.0,1.0,28,39,,
TCTN1,ERLEC1,Ciliated,1.0,1.0,30,52,,
TCTN1,ERLIN2,Ciliated,1.0,1.0,7,11,,
TCTN1,ERO1A,Ciliated,1.0,1.0,41,67,,
TCTN1,ERO1B,Ciliated,1.0,1.0,13,18,,
TCTN1,ERP29,Ciliated,1.0,1.0,35,61,,
TCTN1,GANAB,Ciliated,1.0,1.0,172,343,,
TCTN1,COLGALT1,Ciliated,1.0,1.0,18,24,,
TCTN1,GRAMD1A,Ciliated,1.0,1.0,17,30,,
TCTN1,HSP90B1,Ciliated,1.0,1.0,1137,1641,,
TCTN1,HSPA5,Ciliated,1.0,1.0,2120,2698,,
TCTN1,HYOU1,Ciliated,1.0,1.0,405,662,,
TCTN1,IKBIP,Ciliated,1.0,1.0,65,115,,
TCTN1,KDELC2,Ciliated,1.0,1.0,30,36,,
TCTN1,EMC1,Ciliated,0.99,1.0,44,53,,
TCTN1,P3H1,Ciliated,1.0,1.0,14,19,,
TCTN1,LMAN1,Ciliated,1.0,1.0,44,75,,
TCTN1,LRPAP1,Ciliated,1.0,1.0,41,55,,
TCTN1,MAGT1,Ciliated,0.96,1.0,10,12,,
TCTN1,MANF,Ciliated,0.99,1.0,16,19,,
TCTN1,MESDC2,Ciliated,1.0,1.0,38,46,,
TCTN1,MIA3,Ciliated,1.0,1.0,18,23,,
TCTN1,MINPP1,Ciliated,0.96,1.0,7,9,,
TCTN1,MLEC,Ciliated,1.0,1.0,10,15,,
TCTN1,MOGS,Ciliated,1.0,1.0,22,26,,
TCTN1,NENF,Ciliated,1.0,1.0,13,19,,
TCTN1,NUCB2,Ciliated,1.0,1.0,244,393,,
TCTN1,NUP210,Ciliated,1.0,1.0,24,38,,
TCTN1,OS9,Ciliated,1.0,1.0,36,47,,
TCTN1,P4HA1,Ciliated,1.0,1.0,31,39,,
TCTN1,P4HB,Ciliated,1.0,1.0,198,315,,
TCTN1,PDIA3,Ciliated,1.0,1.0,417,663,,
TCTN1,PDIA4,Ciliated,1.0,1.0,656,1031,,
TCTN1,PDIA6,Ciliated,1.0,1.0,249,348,,
TCTN1,PPIB,Ciliated,1.0,1.0,45,82,,
TCTN1,PRDX4,Ciliated,0.97,0.98,29,55,,
TCTN1,PRKCSH,Ciliated,1.0,1.0,51,90,,
TCTN1,RCN1,Ciliated,1.0,1.0,48,78,,
TCTN1,RCN2,Ciliated,1.0,1.0,28,40,,
TCTN1,RPN1,Ciliated,1.0,1.0,114,200,,
TCTN1,RPN2,Ciliated,1.0,1.0,73,144,,
TCTN1,SDF2L1,Ciliated,1.0,1.0,20,26,,
TCTN1,SEC63,Ciliated,1.0,1.0,20,29,,
TCTN1,SEL1L,Ciliated,1.0,1.0,64,114,,
TCTN1,SEP15,Ciliated,1.0,1.0,32,44,,
TCTN1,SERPINH1,Ciliated,1.0,1.0,83,148,,
TCTN1,SLC39A7,Ciliated,0.96,0.99,3,5,,
TCTN1,STT3B,Ciliated,1.0,1.0,14,18,,
TCTN1,TMED2,Ciliated,1.0,1.0,10,16,,
TCTN1,TMTC3,Ciliated,1.0,1.0,49,73,,
TCTN1,TMX1,Ciliated,1.0,1.0,10,19,,
TCTN1,TOR1A,Ciliated,1.0,1.0,41,54,,
TCTN1,TTC13,Ciliated,0.96,1.0,8,10,,
TCTN1,TXNDC16,Ciliated,0.96,1.0,14,16,,
TCTN1,TXNDC5,Ciliated,1.0,1.0,84,127,,
TCTN1,UGGT1,Ciliated,1.0,1.0,864,1372,,
TCTN1,UGGT2,Ciliated,1.0,1.0,67,127,,
TMEM17,ABCC1,Ciliated,1.0,1.0,24,40,,
TMEM17,ABCC5,Ciliated,1.0,1.0,40,68,,
TMEM17,ACBD3,Ciliated,1.0,1.0,88,158,,
TMEM17,ACSL3,Ciliated,1.0,1.0,21,42,,
TMEM17,ADD3,Ciliated,1.0,1.0,68,134,,
TMEM17,ADIPOR1,Ciliated,1.0,1.0,13,23,,
TMEM17,AGPAT6,Ciliated,0.99,1.0,5,8,,
TMEM17,AGPAT9,Ciliated,0.96,0.99,3,5,,
TMEM17,AHCYL1,Ciliated,1.0,1.0,21,37,,
TMEM17,ALDH3A2,Ciliated,1.0,1.0,22,43,,
TMEM17,ALG9,Ciliated,1.0,1.0,4,8,,
TMEM17,ANK3,Ciliated,0.93,1.0,13,22,,
TMEM17,ANKLE2,Ciliated,1.0,1.0,11,20,,
TMEM17,ANO6,Ciliated,1.0,1.0,35,51,,
TMEM17,AP1B1,Ciliated,1.0,1.0,13,22,,
TMEM17,AP2S1,Ciliated,0.96,0.99,3,5,,
TMEM17,AP3M1,Ciliated,0.99,1.0,4,7,,
TMEM17,AP4B1,Ciliated,0.99,0.99,3,6,,
TMEM17,AP4E1,Ciliated,0.93,0.93,2,4,,
TMEM17,APPL1,Ciliated,1.0,1.0,7,11,,
TMEM17,ARCN1,Ciliated,1.0,1.0,38,71,,
TMEM17,ARFGAP2,Ciliated,1.0,1.0,24,43,,
TMEM17,ARFGAP3,Ciliated,1.0,1.0,30,51,,
TMEM17,ARFIP1,Ciliated,1.0,1.0,25,42,,
TMEM17,ARFIP2,Ciliated,1.0,1.0,4,8,,
TMEM17,ARHGAP1,Ciliated,0.98,0.99,13,23,,
TMEM17,ARL13B,Ciliated,1.0,1.0,16,31,,
TMEM17,ATP11C,Ciliated,0.99,1.0,8,11,,
TMEM17,ATP1A1,Ciliated,1.0,1.0,42,70,,
